Survived,Pclass,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Title,FamilyName,TitleEncoded,FamilySize,EmbarkedNum,TicketNumber,TicketHeader,CabinLetter,CabinNumber,Bridge,PassengerByBridge,PassengerByClass,SocialClass
0,3,0,0.225,1,1,350404,0.015330377421392339,,S, Mr,Klasen,0.0,2,0,350404,350404,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,3,1,4133,0.04970768794751499,,S, Master,Lefebre,3.0,4,0,4133,4133,nan,0,5,1.0,1.0,3
0,1,1,0.625,0,1,PC 17595,0.05604306762136532,C49,C, Miss,Isham,2.0,1,2,17595,PC,C,49,5,1.0,0.6715399610136452,1
0,2,0,0.375,0,1,250653,0.025374310111545468,,S, Mr,Hale,0.0,1,0,250653,250653,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.45,0,1,LINE,0.0,,S, Mr,Leonard,0.0,1,0,0,LINE,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.2,8,2,CA. 2343,0.13575255909676823,,S, Miss,Sage,2.0,10,0,2343,CA.,nan,0,2,0.45321637426900585,1.0,1
0,2,0,0.325,0,1,SC/PARIS 2131,0.02937564362913533,,C, Mr,Pernot,0.0,1,2,2131,SC/PARIS,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.1125,4,2,347077,0.061264319894317944,,S, Master,Asplund,3.0,6,0,347077,347077,nan,0,0,0.06140350877192982,1.0,3
1,2,0,0.0125,2,1,230136,0.0761229303346364,F4,S, Master,Becker,3.0,3,0,230136,230136,F,4,4,0.8523391812865497,0.6569200779727096,3
1,3,1,0.05,0,2,315153,0.04298993693898376,,S, Miss,Kink-Heilmann,2.0,2,0,315153,315153,nan,0,5,1.0,1.0,1
0,1,0,0.325,0,1,113767,0.09759350042902103,A32,S, Mr,Rood,0.0,1,0,113767,113767,A,32,3,0.4166666666666667,0.6715399610136452,4
1,3,1,0.325,1,1,370365,0.030253985132996517,,Q, Mrs,O'Brien,1.0,2,1,370365,370365,nan,0,6,0.5292397660818714,1.0,1
1,1,0,0.5625,0,1,111428,0.051822148727810165,,S, Mr,Romaine,0.0,1,0,111428,111428,nan,0,5,1.0,0.6715399610136452,4
0,3,0,0.5,1,1,364849,0.030253985132996517,,Q, Mr,Bourke,0.0,2,1,364849,364849,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.45,0,1,349247,0.015411575213749284,,S, Mr,Turcin,0.0,1,0,349247,349247,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.4,0,1,234604,0.025374310111545468,,S, Mrs,Pinsky,1.0,1,0,234604,234604,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,2,0,0.2375,0,1,28424,0.025374310111545468,,S, Mr,Carbines,0.0,1,0,28424,28424,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,3,1,0.2375,1,1,350046,0.015330377421392339,,S, Miss,Andersen-Jensen,2.0,2,0,350046,350046,nan,0,6,0.5292397660818714,1.0,1
1,2,0,0.0375,1,1,230080,0.050748620223090936,F2,S, Master,Navratil,3.0,2,0,230080,230080,F,2,5,1.0,0.6569200779727096,3
1,1,1,0.55,0,1,PC 17610,0.05410739813385612,B4,C, Mrs,Brown,1.0,1,2,17610,PC,B,4,5,1.0,0.6715399610136452,1
1,1,1,0.725,0,1,PC 17569,0.2859895551532101,B80,C, Miss,Lurette,2.0,1,2,17569,PC,B,80,1,0.17982456140350878,0.6715399610136452,1
0,3,0,0.325,0,1,368703,0.015126992566498259,,Q, Mr,Mernagh,0.0,1,1,368703,368703,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.525,0,1,4579,0.01640390592611157,,S, Mr,Olsen,0.0,1,0,4579,4579,nan,0,6,0.5292397660818714,1.0,4
1,3,1,0.2625,0,1,370370,0.015126992566498259,,Q, Miss,Madigan,2.0,1,1,370370,370370,nan,0,6,0.5292397660818714,1.0,1
0,2,1,0.3,0,1,248747,0.025374310111545468,,S, Miss,Yrois,2.0,1,0,248747,248747,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,3,0,0.35,0,1,345770,0.018542765081513996,,S, Mr,Vande Walle,0.0,1,0,345770,345770,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,8,2,CA. 2343,0.13575255909676823,,S, Mr,Sage,0.0,10,0,2343,CA.,nan,0,2,0.45321637426900585,1.0,4
0,3,0,0.425,0,1,3101264,0.012678957201736696,,S, Mr,Johanson,0.0,1,0,3101264,3101264,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.56875,0,1,2628,0.014102260811993537,,C, Mr,Youseff,0.0,1,2,2628,2628,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.225,0,1,A/5 3540,0.015712553569072387,,S, Mr,Cohen,0.0,1,0,3540,A/5,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.025,0,1,347054,0.02042143996477265,G6,S, Miss,Strom,2.0,1,0,347054,347054,G,6,6,0.5292397660818714,1.0,1
0,3,0,0.4,1,1,3101278,0.030937139635999665,,S, Mr,Backstrom,0.0,2,0,3101278,3101278,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.325,0,1,2699,0.036670757786204655,,C, Mr,Albimona,0.0,1,2,2699,2699,nan,0,6,0.5292397660818714,1.0,4
1,3,1,0.2,0,1,367231,0.015126992566498259,,Q, Miss,Carr,2.0,1,1,367231,367231,nan,0,6,0.5292397660818714,1.0,1
1,1,0,0.5,0,1,112277,0.060507970265993034,A31,C, Mr,Blank,0.0,1,2,112277,112277,A,31,0,0.06140350877192982,0.6715399610136452,4
0,3,0,0.3,0,1,SOTON/O.Q. 3101311,0.013760683560491965,,S, Mr,Ali,0.0,1,0,3101311,SOTON/O.Q.,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.4375,0,1,F.C.C. 13528,0.04098927018018883,,S, Miss,Cameron,2.0,1,0,13528,F.C.C.,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.275,0,1,A/5 21174,0.014151057562208049,,S, Mr,Perkin,0.0,1,0,21174,A/5,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.375,0,1,250646,0.025374310111545468,,S, Mr,Givard,0.0,1,0,250646,250646,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.325,1,1,367229,0.015126992566498259,,Q, Mr,Kiernan,0.0,2,1,367229,367229,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.3875,1,1,35273,0.22109807522194713,D36,C, Miss,Newell,2.0,2,2,35273,35273,D,36,1,0.17982456140350878,0.6715399610136452,1
1,3,1,0.3375,0,1,STON/O2. 3101283,0.015468569817999833,,S, Miss,Honkanen,2.0,1,0,3101283,STON/O2.,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.525,1,1,243847,0.05270049023167135,,S, Mr,Jacobsohn,0.0,2,0,243847,243847,nan,0,5,1.0,0.6569200779727096,4
1,1,1,0.4,0,1,11813,0.14891148113361488,D15,C, Miss,Bazzani,2.0,1,2,11813,11813,D,15,2,0.45321637426900585,0.6715399610136452,1
0,2,0,0.375,0,1,W/C 14208,0.020494635090094415,,S, Mr,Harris,0.0,1,0,14208,W/C,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,3,0,0.2,0,1,SOTON/OQ 392089,0.015712553569072387,,S, Mr,Sunderland,0.0,1,0,392089,SOTON/OQ,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.3375,0,1,220367,0.025374310111545468,,S, Mr,Bracken,0.0,1,0,220367,220367,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.6375,0,1,21440,0.015712553569072387,,S, Mr,Green,0.0,1,0,21440,21440,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.325,0,1,349234,0.015411575213749284,,S, Mr,Nenkoff,0.0,1,0,349234,349234,nan,0,6,0.5292397660818714,1.0,4
1,1,0,0.475,1,1,19943,0.17566830077223786,C93,S, Mr,Hoyt,0.0,2,0,19943,19943,C,93,2,0.45321637426900585,0.6715399610136452,4
0,3,0,0.275,0,1,PP 4348,0.01824998458022693,,S, Mr,Berglund,0.0,1,0,4348,PP,nan,0,6,0.5292397660818714,1.0,4
1,2,0,0.2375,0,1,SW/PP 751,0.020494635090094415,,S, Mr,Mellors,0.0,1,0,751,SW/PP,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.25625,0,1,A/5 21173,0.014151057562208049,,S, Mr,Lovell,0.0,1,0,21173,A/5,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.225,0,1,236171,0.025374310111545468,,S, Mr,Fahlstrom,0.0,1,0,236171,236171,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,1,0.2,3,1,4133,0.04970768794751499,,S, Miss,Lefebre,2.0,4,0,4133,4133,nan,0,5,1.0,1.0,1
1,1,1,0.4375,1,1,36973,0.16293234896625058,C83,S, Mrs,Harris,1.0,2,0,36973,36973,C,83,2,0.45321637426900585,0.6715399610136452,1
0,3,0,0.3625,0,1,347067,0.015175789316712771,,S, Mr,Larsson,0.0,1,0,347067,347067,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.7375,0,1,237442,0.026350245115835676,,S, Mr,Sjostedt,0.0,1,0,237442,237442,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,3,1,0.0625,4,2,347077,0.061264319894317944,,S, Miss,Asplund,2.0,6,0,347077,347077,nan,0,0,0.06140350877192982,1.0,1
0,2,0,0.3,0,1,C.A. 29566,0.020494635090094415,,S, Mr,Leyson,0.0,1,0,29566,C.A.,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,1,0.275,0,1,W./C. 6609,0.014736618564782174,,S, Miss,Harknett,2.0,1,0,6609,W./C.,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.55,1,1,26707,0.050748620223090936,,S, Mr,Hold,0.0,2,0,26707,26707,nan,0,5,1.0,0.6569200779727096,4
1,2,1,0.1,0,2,C.A. 31921,0.05123658772523604,,S, Miss,Collyer,2.0,2,0,31921,C.A.,nan,0,5,1.0,0.6569200779727096,1
0,2,0,0.2375,0,1,28665,0.020494635090094415,,S, Mr,Pengelly,0.0,1,0,28665,28665,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,2,0,0.4125,0,1,SCO/W 1585,0.023959204355324663,,S, Mr,Hunt,0.0,1,0,1585,SCO/W,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,1,0.25,1,1,2665,0.028212719478023115,,C, Miss,Zabour,2.0,2,2,2665,2665,nan,0,6,0.5292397660818714,1.0,1
1,3,1,0.2,1,1,367230,0.030253985132996517,,Q, Miss,Murphy,2.0,2,1,367230,367230,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.3625,0,1,W./C. 14263,0.020494635090094415,,S, Mr,Coleridge,0.0,1,0,14263,W./C.,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.275,0,1,STON/O 2. 3101275,0.013907073811135496,,S, Mr,Maenpaa,0.0,1,0,3101275,STON/O,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.375,0,1,2694,0.014102260811993537,,C, Mr,Attalah,0.0,1,2,2694,2694,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.55,2,1,19928,0.17566830077223786,C78,Q, Dr,Minahan,7.0,3,1,19928,19928,C,78,2,0.45321637426900585,0.6715399610136452,2
0,3,1,0.3125,0,1,347071,0.015175789316712771,,S, Miss,Lindahl,2.0,1,0,347071,347071,nan,0,6,0.5292397660818714,1.0,1
1,2,1,0.3,0,2,250649,0.028302115124416098,,S, Mrs,Hamalainen,1.0,2,0,250649,250649,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,1,0,0.4625,1,1,11751,0.10257896680493714,D35,S, Mr,Beckwith,0.0,2,0,11751,11751,D,35,3,0.4166666666666667,0.6715399610136452,4
0,2,0,0.675,1,1,244252,0.050748620223090936,,S, Rev,Carter,6.0,2,0,244252,244252,nan,0,5,1.0,0.6569200779727096,2
0,3,0,0.325,0,1,362316,0.014151057562208049,,S, Mr,Reed,0.0,1,0,362316,362316,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.3625,1,1,347054,0.02042143996477265,G6,S, Mrs,Strom,1.0,2,0,347054,347054,G,6,6,0.5292397660818714,1.0,1
0,1,0,0.775,0,1,113514,0.051822148727810165,C87,S, Mr,Stead,0.0,1,0,113514,113514,C,87,5,1.0,0.6715399610136452,4
0,3,0,0.375,1,1,A/5. 3336,0.031425107138144774,,S, Mr,Lobb,0.0,2,0,3336,A/5.,nan,0,6,0.5292397660818714,1.0,4
0,3,1,0.5125,0,2,370129,0.039452172548431745,,S, Mrs,Rosblom,1.0,2,0,370129,370129,nan,0,6,0.5292397660818714,1.0,1
1,3,1,0.3625,0,2,2650,0.029757819776815374,,C, Mrs,Touma,1.0,2,2,2650,2650,nan,0,6,0.5292397660818714,1.0,1
1,1,1,0.375,0,1,PC 17585,0.15458810467956932,,C, Mrs,Thorne,1.0,1,2,17585,PC,nan,0,2,0.45321637426900585,0.6715399610136452,1
1,1,1,0.375,0,1,110152,0.16883675574220638,B77,S, Miss,Cherry,2.0,1,0,110152,110152,B,77,2,0.45321637426900585,0.6715399610136452,1
1,1,1,0.4375,0,1,PC 17755,1.0,,C, Miss,Ward,2.0,1,2,17755,PC,nan,0,1,0.17982456140350878,0.6715399610136452,1
1,2,1,0.625,0,1,230433,0.050748620223090936,,S, Mrs,Parrish,1.0,1,0,230433,230433,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.325,0,1,384461,0.015126992566498259,,Q, Mr,Smith,0.0,1,1,384461,384461,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.0375,4,2,347077,0.061264319894317944,,S, Master,Asplund,3.0,6,0,347077,347077,nan,0,0,0.06140350877192982,1.0,3
0,1,0,0.65,1,1,110413,0.1554664461834305,E67,S, Mr,Taussig,0.0,2,0,110413,110413,E,67,2,0.45321637426900585,0.6715399610136452,4
0,1,0,0.5,0,1,112059,0.0,B94,S, Mr,Harrison,0.0,1,0,112059,112059,B,94,6,0.5292397660818714,0.6715399610136452,4
0,3,1,0.2875,0,1,382649,0.015126992566498259,,Q, Miss,Henry,2.0,1,1,382649,382649,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.45,0,1,C.A. 17248,0.020494635090094415,,S, Mr,Reeves,0.0,1,0,17248,C.A.,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.2,4,1,3101295,0.07746484096553544,,S, Mr,Panula,0.0,5,0,3101295,3101295,nan,0,4,0.8523391812865497,1.0,4
1,3,0,0.3125,1,1,347083,0.015175789316712771,,S, Mr,Persson,0.0,2,0,347083,347083,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.725,0,1,PC 17582,0.2995388511917728,C125,S, Mrs,Graham,1.0,1,0,17582,PC,C,125,1,0.17982456140350878,0.6715399610136452,1
1,1,1,0.4375,0,1,PC 17760,0.2647385704347907,C99,S, Miss,Bissette,2.0,1,0,17760,PC,C,99,1,0.17982456140350878,0.6715399610136452,1
0,1,0,0.325,0,1,113798,0.060507970265993034,,S, Mr,Cairns,0.0,1,0,113798,113798,nan,0,0,0.06140350877192982,0.6715399610136452,4
1,3,0,0.3125,0,1,LINE,0.0,,S, Mr,Tornquist,0.0,1,0,0,LINE,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.5125,0,1,250644,0.0380614651673182,,S, Mrs,Mellinger,1.0,1,0,250644,250644,nan,0,6,0.5292397660818714,0.6569200779727096,1
0,1,0,0.4625,0,1,PC 17596,0.057970539254838485,C118,C, Mr,Natsch,0.0,1,2,17596,PC,C,118,5,1.0,0.6715399610136452,4
1,3,1,0.2625,0,1,370375,0.015126992566498259,,Q, Miss,Healy,2.0,1,1,370375,370375,nan,0,6,0.5292397660818714,1.0,1
1,1,1,0.7875,1,1,13502,0.15216446768991498,D7,S, Miss,Andrews,2.0,2,0,13502,13502,D,7,2,0.45321637426900585,0.6715399610136452,1
0,3,1,0.5625,0,1,347073,0.015126992566498259,,S, Miss,Lindblom,2.0,1,0,347073,347073,nan,0,6,0.5292397660818714,1.0,1
0,2,0,0.325,0,1,239853,0.0,,S, Mr,Parkes,0.0,1,0,239853,239853,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,3,0,0.0875,4,1,382652,0.056848213999904744,,Q, Master,Rice,3.0,5,1,382652,382652,nan,0,5,1.0,1.0,3
1,3,1,0.4375,1,1,C.A. 2673,0.03952536767375352,,S, Mrs,Abbott,1.0,2,0,2673,C.A.,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.8125,0,1,336439,0.015126992566498259,,Q, Mr,Duane,0.0,1,1,336439,336439,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.35,0,1,347464,0.015330377421392339,,S, Mr,Olsson,0.0,1,0,347464,347464,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2,0,1,345778,0.018542765081513996,,S, Mr,de Pelsmaeker,0.0,1,0,345778,345778,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.2375,0,1,A/5. 10482,0.015712553569072387,,S, Mr,Dorking,0.0,1,0,10482,A/5.,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.325,0,1,113056,0.050748620223090936,A19,S, Mr,Smith,0.0,1,0,113056,113056,A,19,5,1.0,0.6715399610136452,4
0,3,0,0.4125,0,1,349239,0.016908073949327893,,C, Mr,Stankovic,0.0,1,2,349239,349239,nan,0,6,0.5292397660818714,1.0,4
1,3,0,0.375,0,1,345774,0.018542765081513996,,S, Mr,de Mulder,0.0,1,0,345774,345774,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.275,0,1,349206,0.015411575213749284,,S, Mr,Naidenoff,0.0,1,0,349206,349206,nan,0,6,0.5292397660818714,1.0,4
1,2,0,0.525,0,1,237798,0.025374310111545468,,S, Mr,Hosono,0.0,1,0,237798,237798,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,3,1,0.275,0,1,370373,0.015126992566498259,,Q, Miss,Connolly,2.0,1,1,370373,370373,nan,0,6,0.5292397660818714,1.0,1
1,1,1,0.325,0,1,19877,0.15390495017656614,,S, Miss,Barber,2.0,1,0,19877,19877,nan,0,2,0.45321637426900585,0.6715399610136452,1
1,1,1,0.2375,1,1,11967,0.17777475888549785,B49,C, Mrs,Bishop,1.0,2,2,11967,11967,B,49,2,0.45321637426900585,0.6715399610136452,1
0,2,0,0.45,0,1,SC/Paris 2163,0.025130326360472913,D,C, Mr,Levy,0.0,1,2,2163,SC/Paris,D,0,6,0.5292397660818714,0.6569200779727096,4
0,3,1,0.3,0,1,349236,0.01727404957593672,,S, Miss,Haas,2.0,1,0,349236,349236,nan,0,6,0.5292397660818714,1.0,1
0,3,0,0.3,0,1,349233,0.015411575213749284,,S, Mr,Mineff,0.0,1,0,349233,349233,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.325,0,1,PC 17612,0.05410739813385612,,C, Mr,Lewy,0.0,1,2,17612,PC,nan,0,5,1.0,0.6715399610136452,4
0,3,0,0.29375,0,1,2693,0.014110458666029575,,C, Mr,Hanna,0.0,1,2,2693,2693,nan,0,6,0.5292397660818714,1.0,4
0,1,1,0.025,1,2,113781,0.29580589980036276,C22 C26,S, Miss,Allison,2.0,3,0,113781,113781,C,22,1,0.17982456140350878,0.6715399610136452,1
1,1,0,0.325,0,1,19988,0.05953203526170282,C106,S, Mr,Saalfeld,0.0,1,0,19988,19988,C,106,5,1.0,0.6715399610136452,4
1,1,1,0.625,0,1,PC 17558,0.4831284260198326,B58 B60,C, Mrs,Baxter,1.0,1,2,17558,PC,B,58,1,0.17982456140350878,0.6715399610136452,1
1,3,1,0.275,0,1,9234,0.015126992566498259,,Q, Miss,Kelly,2.0,1,1,9234,9234,nan,0,6,0.5292397660818714,1.0,1
1,3,0,0.325,2,1,367226,0.04538097769949478,,Q, Mr,McCoy,0.0,3,1,367226,367226,nan,0,5,1.0,1.0,4
0,3,0,0.2375,0,1,LINE,0.0,,S, Mr,Johnson,0.0,1,0,0,LINE,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.2,0,1,226593,0.024105594605968193,E101,Q, Miss,Keane,2.0,1,1,226593,226593,E,101,6,0.5292397660818714,0.6569200779727096,1
0,3,0,0.325,0,1,A/5 2466,0.015712553569072387,,S, Mr,Williams,0.0,1,0,2466,A/5,nan,0,6,0.5292397660818714,1.0,4
1,1,0,0.0115,1,2,113781,0.29580589980036276,C22 C26,S, Master,Allison,3.0,3,0,113781,113781,C,22,1,0.17982456140350878,0.6715399610136452,3
1,1,1,0.25,0,1,17421,0.21642978772242535,,C, Miss,Fleming,2.0,1,2,17421,17421,nan,0,1,0.17982456140350878,0.6715399610136452,1
1,1,1,0.2125,1,1,PC 17758,0.2125586439344078,C65,C, Mrs,Penasco y Castellana,1.0,2,2,17758,PC,C,65,1,0.17982456140350878,0.6715399610136452,1
0,2,0,0.375,1,1,P/PP 3381,0.04684488020593009,,C, Mr,Abelson,0.0,2,2,3381,P/PP,nan,0,5,1.0,0.6569200779727096,4
1,1,1,0.375,0,1,PC 17485,0.11111839809247648,E36,C, Miss,Francatelli,2.0,1,2,17485,PC,E,36,2,0.45321637426900585,0.6715399610136452,1
1,1,1,0.3,0,1,11767,0.16231419173453318,C54,C, Miss,Hays,2.0,1,2,11767,11767,C,54,2,0.45321637426900585,0.6715399610136452,1
1,1,1,0.225,2,2,PC 17608,0.5121218935012878,B57 B59 B63 B66,C, Miss,Ryerson,2.0,4,2,17608,PC,B,57,1,0.17982456140350878,0.6715399610136452,1
0,2,1,0.325,1,1,250651,0.050748620223090936,,S, Mrs,Lahtinen,1.0,2,0,250651,250651,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.35,0,1,349243,0.015411575213749284,,S, Mr,Hendekovic,0.0,1,0,349243,349243,nan,0,6,0.5292397660818714,1.0,4
0,2,0,0.5375,1,1,F.C.C. 13529,0.05123658772523604,,S, Mr,Hart,0.0,2,0,13529,F.C.C.,nan,0,5,1.0,0.6569200779727096,4
1,3,1,0.325,0,1,347470,0.015330377421392339,,S, Miss,Nilsson,2.0,1,0,347470,347470,nan,0,6,0.5292397660818714,1.0,1
1,2,1,0.3,1,1,244367,0.050748620223090936,,S, Mrs,Kantor,1.0,2,0,244367,244367,nan,0,5,1.0,0.6569200779727096,1
0,2,0,0.675,0,1,29011,0.027326180120125887,,S, Dr,Moraweck,7.0,1,0,29011,29011,nan,0,6,0.5292397660818714,0.6569200779727096,2
1,1,1,0.3875,0,2,36928,0.32179836714362564,C7,S, Miss,Wick,2.0,2,0,36928,36928,C,7,1,0.17982456140350878,0.6715399610136452,1
1,1,1,0.5,1,1,16966,0.2625265161540666,E34,C, Mrs,Spedden,1.0,2,2,16966,16966,E,34,1,0.17982456140350878,0.6715399610136452,1
0,3,0,0.275,0,1,A/5 21172,0.014151057562208049,,S, Mr,Dennis,0.0,1,0,21172,A/5,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.3375,0,1,349219,0.015411575213749284,,S, Mr,Danoff,0.0,1,0,349219,349219,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.375,0,1,234818,0.024105594605968193,,Q, Miss,Slayter,2.0,1,1,234818,234818,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,2,1,0.275,1,1,248738,0.056604230248832196,,S, Mrs,Caldwell,1.0,2,0,248738,248738,nan,0,5,1.0,0.6569200779727096,1
0,3,0,0.325,8,2,CA. 2343,0.13575255909676823,,S, Mr,Sage,0.0,10,0,2343,CA.,nan,0,2,0.45321637426900585,1.0,4
1,1,1,0.45,0,1,PC 17760,0.2647385704347907,C32,C, Miss,Young,2.0,1,2,17760,PC,C,32,1,0.17982456140350878,0.6715399610136452,1
0,3,0,0.7625,0,1,345364,0.012174789178520372,,S, Mr,Nysveen,0.0,1,0,345364,345364,nan,0,6,0.5292397660818714,1.0,4
1,2,1,0.45,0,1,28551,0.025374310111545468,D,S, Mrs,Ball,1.0,1,0,28551,28551,D,0,6,0.5292397660818714,0.6569200779727096,1
1,3,1,0.3875,1,1,363291,0.04006213192611313,,S, Mrs,Goldsmith,1.0,2,0,363291,363291,nan,0,5,1.0,1.0,1
1,1,1,0.2,0,1,111361,0.11316786160148591,B18,C, Miss,Hippach,2.0,1,2,111361,111361,B,18,2,0.45321637426900585,0.6715399610136452,1
1,3,1,0.25,2,1,367226,0.04538097769949478,,Q, Miss,McCoy,2.0,3,1,367226,367226,nan,0,5,1.0,1.0,1
0,1,0,0.56875,0,1,113043,0.055628295244541985,C124,S, Mr,Partner,0.0,1,0,113043,113043,C,124,5,1.0,0.6715399610136452,4
0,1,0,0.475,0,1,PC 17582,0.2995388511917728,C91,S, Mr,Graham,0.0,1,0,17582,PC,C,91,1,0.17982456140350878,0.6715399610136452,4
0,3,0,0.2,2,1,345764,0.03513366015444757,,S, Mr,Vander Planke,0.0,3,0,345764,345764,nan,0,6,0.5292397660818714,1.0,4
1,1,1,0.3375,1,1,PC 17611,0.2608674266467732,,S, Mrs,Frauenthal,1.0,2,0,17611,PC,nan,0,1,0.17982456140350878,0.6715399610136452,1
0,3,0,0.325,0,1,349225,0.015411575213749284,,S, Mr,Denkoff,0.0,1,0,349225,349225,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.3625,1,1,113776,0.12999454257145598,C2,S, Mr,Pears,0.0,2,0,113776,113776,C,2,2,0.45321637426900585,0.6715399610136452,4
1,1,1,0.5125,0,1,16966,0.2625265161540666,E40,C, Miss,Burns,2.0,1,2,16966,16966,E,40,1,0.17982456140350878,0.6715399610136452,1
1,3,0,0.5625,0,1,7598,0.015712553569072387,,S, Mr,Dahl,0.0,1,0,7598,7598,nan,0,6,0.5292397660818714,1.0,4
0,1,0,0.5625,0,1,113784,0.06929138530460492,T,S, Mr,Blackwell,0.0,1,0,113784,113784,T,0,0,0.06140350877192982,0.6715399610136452,4
1,2,0,0.025,1,1,230080,0.050748620223090936,F2,S, Master,Navratil,3.0,2,0,230080,230080,F,2,5,1.0,0.6569200779727096,3
1,1,1,0.3,3,2,19950,0.5133418122566505,C23 C25 C27,S, Miss,Fortune,2.0,5,0,19950,19950,C,23,1,0.17982456140350878,0.6715399610136452,1
0,2,0,0.35,0,1,248740,0.025374310111545468,,S, Mr,Collander,0.0,1,0,248740,248740,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,2,0,0.3125,0,1,244361,0.025374310111545468,,S, Mr,Sedgwick,0.0,1,0,244361,244361,nan,0,6,0.5292397660818714,0.6569200779727096,4
0,2,0,0.45,0,1,229236,0.025374310111545468,,S, Mr,Fox,0.0,1,0,229236,229236,nan,0,6,0.5292397660818714,0.6569200779727096,4
1,2,1,0.3,0,1,248733,0.025374310111545468,F33,S, Miss,Brown,2.0,1,0,248733,248733,F,33,6,0.5292397660818714,0.6569200779727096,1
1,2,1,0.5,0,1,31418,0.025374310111545468,,S, Miss,Smith,2.0,1,0,31418,31418,nan,0,6,0.5292397660818714,0.6569200779727096,1
1,3,1,0.425,1,1,386525,0.031425107138144774,,S, Mrs,Davison,1.0,2,0,386525,386525,nan,0,6,0.5292397660818714,1.0,1
1,3,0,0.0375,1,1,C.A. 37671,0.031034733136428686,,S, Master,Coutts,3.0,2,0,37671,C.A.,nan,0,6,0.5292397660818714,1.0,3
0,3,0,0.525,0,1,315088,0.016908073949327893,,S, Mr,Dimic,0.0,1,0,315088,315088,nan,0,6,0.5292397660818714,1.0,4
0,3,0,0.2875,0,1,7267,0.01800600082915438,,S, Mr,Odahl,0.0,1,0,7267,7267,nan,0,6,0.5292397660818714,1.0,4
